Retailer,RetaileriD,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
FizzyCo,1128299,05/14/23,Southeast,Georgia,Atlanta,Diet Coke,0.55,4000,2200,880,0.40
FizzyCo,1128299,05/14/23,Southeast,Georgia,Atlanta,Sprite,0.55,4250,2338,818,0.35
FizzyCo,1128299,05/14/23,Southeast,Georgia,Atlanta,Fanta,0.5,3250,1625,650,0.40
FizzyCo,1128299,05/14/23,Southeast,Georgia,Atlanta,Powerade,0.55,2250,1238,433,0.35
FizzyCo,1128299,05/14/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,4000,2800,700,0.25
FizzyCo,1128299,06/13/23,Southeast,Georgia,Atlanta,Coca-Cola,0.5,6750,3375,1350,0.40
FizzyCo,1128299,06/13/23,Southeast,Georgia,Atlanta,Diet Coke,0.55,5250,2888,1155,0.40
FizzyCo,1128299,06/13/23,Southeast,Georgia,Atlanta,Sprite,0.55,5250,2888,1011,0.35
FizzyCo,1128299,06/13/23,Southeast,Georgia,Atlanta,Fanta,0.5,4000,2000,800,0.40
FizzyCo,1128299,06/13/23,Southeast,Georgia,Atlanta,Powerade,0.55,2750,1513,529,0.35
FizzyCo,1128299,06/13/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,5750,4025,1006,0.25
FizzyCo,1128299,07/12/23,Southeast,Georgia,Atlanta,Coca-Cola,0.5,7250,3625,1450,0.40
FizzyCo,1128299,07/12/23,Southeast,Georgia,Atlanta,Diet Coke,0.55,5750,3163,1265,0.40
FizzyCo,1128299,07/12/23,Southeast,Georgia,Atlanta,Sprite,0.55,5250,2888,1011,0.35
FizzyCo,1128299,07/12/23,Southeast,Georgia,Atlanta,Fanta,0.5,4250,2125,850,0.40
FizzyCo,1128299,07/12/23,Southeast,Georgia,Atlanta,Powerade,0.55,4750,2613,914,0.35
FizzyCo,1128299,07/12/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,4750,3325,831,0.25
FizzyCo,1128299,08/13/23,Southeast,Georgia,Atlanta,Coca-Cola,0.55,6750,3713,1485,0.40
FizzyCo,1128299,08/13/23,Southeast,Georgia,Atlanta,Diet Coke,0.6,6250,3750,1500,0.40
FizzyCo,1128299,08/13/23,Southeast,Georgia,Atlanta,Sprite,0.55,5000,2750,963,0.35
FizzyCo,1128299,08/13/23,Southeast,Georgia,Atlanta,Fanta,0.55,4500,2475,990,0.40
FizzyCo,1128299,08/13/23,Southeast,Georgia,Atlanta,Powerade,0.65,4500,2925,1024,0.35
FizzyCo,1128299,08/13/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,4250,2975,744,0.25
FizzyCo,1128299,09/14/23,Southeast,Georgia,Atlanta,Coca-Cola,0.45,6000,2700,1080,0.40
FizzyCo,1128299,09/14/23,Southeast,Georgia,Atlanta,Diet Coke,0.5,6000,3000,1200,0.40
FizzyCo,1128299,09/14/23,Southeast,Georgia,Atlanta,Sprite,0.45,4500,2025,709,0.35
FizzyCo,1128299,09/14/23,Southeast,Georgia,Atlanta,Fanta,0.45,4000,1800,720,0.40
FizzyCo,1128299,09/14/23,Southeast,Georgia,Atlanta,Powerade,0.55,4000,2200,770,0.35
FizzyCo,1128299,09/14/23,Southeast,Georgia,Atlanta,Dasani Water,0.6,4500,2700,675,0.25
FizzyCo,1128299,10/13/23,Southeast,Georgia,Atlanta,Coca-Cola,0.45,5250,2363,945,0.40
FizzyCo,1128299,10/13/23,Southeast,Georgia,Atlanta,Diet Coke,0.5,5250,2625,1050,0.40
FizzyCo,1128299,10/13/23,Southeast,Georgia,Atlanta,Sprite,0.45,3500,1575,551,0.35
FizzyCo,1128299,10/13/23,Southeast,Georgia,Atlanta,Fanta,0.45,3250,1463,585,0.40
FizzyCo,1128299,10/13/23,Southeast,Georgia,Atlanta,Powerade,0.55,3000,1650,578,0.35
FizzyCo,1128299,10/13/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,3500,2450,613,0.25
FizzyCo,1128299,11/13/23,Southeast,Georgia,Atlanta,Coca-Cola,0.55,5250,2888,1155,0.40
FizzyCo,1128299,11/13/23,Southeast,Georgia,Atlanta,Diet Coke,0.6,5750,3450,1380,0.40
FizzyCo,1128299,11/13/23,Southeast,Georgia,Atlanta,Sprite,0.55,4250,2338,818,0.35
FizzyCo,1128299,11/13/23,Southeast,Georgia,Atlanta,Fanta,0.55,4000,2200,880,0.40
FizzyCo,1128299,11/13/23,Southeast,Georgia,Atlanta,Powerade,0.65,3500,2275,796,0.35
FizzyCo,1128299,11/13/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,4750,3325,831,0.25
FizzyCo,1128299,12/12/23,Southeast,Georgia,Atlanta,Coca-Cola,0.55,6750,3713,1485,0.40
FizzyCo,1128299,12/12/23,Southeast,Georgia,Atlanta,Diet Coke,0.6,6750,4050,1620,0.40
BevCo,1128299,12/12/23,Southeast,Georgia,Atlanta,Sprite,0.55,4750,2613,914,0.35
BevCo,1128299,12/12/23,Southeast,Georgia,Atlanta,Fanta,0.55,4750,2613,1045,0.40
BevCo,1128299,12/12/23,Southeast,Georgia,Atlanta,Powerade,0.65,4000,2600,910,0.35
BevCo,1128299,12/12/23,Southeast,Georgia,Atlanta,Dasani Water,0.7,5000,3500,875,0.25
BevCo,1185732,01/09/23,Southeast,Georgia,Atlanta,Coca-Cola,0.4,10250,4100,1845,0.45
BevCo,1185732,01/09/23,Southeast,Georgia,Atlanta,Diet Coke,0.4,8250,3300,1155,0.35
BevCo,1185732,01/09/23,Southeast,Georgia,Atlanta,Sprite,0.3,8250,2475,619,0.25
BevCo,1185732,01/09/23,Southeast,Georgia,Atlanta,Fanta,0.35,6750,2363,709,0.30
BevCo,1185732,01/09/23,Southeast,Georgia,Atlanta,Powerade,0.5,7250,3625,1269,0.35
BevCo,1185732,01/09/23,Southeast,Georgia,Atlanta,Dasani Water,0.4,8250,3300,1650,0.50
BevCo,1185732,02/07/23,Southeast,Georgia,Atlanta,Coca-Cola,0.4,10750,4300,1935,0.45
BevCo,1185732,02/07/23,Southeast,Georgia,Atlanta,Diet Coke,0.4,7250,2900,1015,0.35
BevCo,1185732,02/07/23,Southeast,Georgia,Atlanta,Sprite,0.3,7750,2325,581,0.25
BevCo,1185732,02/07/23,Southeast,South Carolina,Charleston,Fanta,0.35,6250,2188,656,0.30
BevCo,1185732,02/07/23,Southeast,South Carolina,Charleston,Powerade,0.5,7000,3500,1225,0.35
BevCo,1185732,02/07/23,Southeast,South Carolina,Charleston,Dasani Water,0.35,8000,2800,1400,0.50
BevCo,1185732,03/05/23,Southeast,South Carolina,Charleston,Coca-Cola,0.35,10200,3570,1607,0.45
BevCo,1185732,03/05/23,Southeast,South Carolina,Charleston,Diet Coke,0.35,7000,2450,858,0.35
BevCo,1185732,03/05/23,Southeast,South Carolina,Charleston,Sprite,0.25,7250,1813,453,0.25
BevCo,1185732,03/05/23,Southeast,South Carolina,Charleston,Fanta,0.3,5750,1725,518,0.30
BevCo,1185732,03/05/23,Southeast,South Carolina,Charleston,Powerade,0.45,6250,2813,984,0.35
BevCo,1185732,03/05/23,Southeast,South Carolina,Charleston,Dasani Water,0.35,7250,2538,1269,0.50
BevCo,1185732,04/06/23,Southeast,South Carolina,Charleston,Coca-Cola,0.35,9750,3413,1536,0.45
BevCo,1185732,04/06/23,Southeast,South Carolina,Charleston,Diet Coke,0.35,6750,2363,827,0.35
BevCo,1185732,04/06/23,Southeast,South Carolina,Charleston,Sprite,0.25,6750,1688,422,0.25
BevCo,1185732,04/06/23,Southeast,South Carolina,Charleston,Fanta,0.3,6000,1800,540,0.30
BevCo,1185732,04/06/23,Southeast,South Carolina,Charleston,Powerade,0.5,6250,3125,1094,0.35
BevCo,1185732,04/06/23,Southeast,South Carolina,Charleston,Dasani Water,0.4,7750,3100,1550,0.50
BevCo,1185732,05/05/23,Southeast,South Carolina,Charleston,Coca-Cola,0.5,10450,5225,2351,0.45
BevCo,1185732,05/05/23,Southeast,South Carolina,Charleston,Diet Coke,0.5,7500,3750,1313,0.35
BevCo,1185732,05/05/23,Southeast,South Carolina,Charleston,Sprite,0.45,7250,3263,816,0.25
BevCo,1185732,05/05/23,Southeast,South Carolina,Charleston,Fanta,0.45,6750,3038,911,0.30
BevCo,1185732,05/05/23,Southeast,South Carolina,Charleston,Powerade,0.55,7000,3850,1348,0.35
BevCo,1185732,05/05/23,Southeast,South Carolina,Charleston,Dasani Water,0.6,8000,4800,2400,0.50
BevCo,1185732,06/07/23,Southeast,South Carolina,Charleston,Coca-Cola,0.55,10500,5775,2599,0.45
BevCo,1185732,06/07/23,Southeast,South Carolina,Charleston,Diet Coke,0.5,8000,4000,1400,0.35
BevCo,1185732,06/07/23,Southeast,South Carolina,Charleston,Sprite,0.5,7750,3875,969,0.25
BevCo,1185732,06/07/23,Southeast,South Carolina,Charleston,Fanta,0.5,7500,3750,1125,0.30
BevCo,1185732,06/07/23,Southeast,South Carolina,Charleston,Powerade,0.65,7500,4875,1706,0.35
BevCo,1185732,06/07/23,Southeast,South Carolina,Charleston,Dasani Water,0.7,9250,6475,3238,0.50
BevCo,1185732,07/05/23,Southeast,South Carolina,Charleston,Coca-Cola,0.65,11500,7475,3364,0.45
BevCo,1185732,07/05/23,Southeast,South Carolina,Charleston,Diet Coke,0.6,9000,5400,1890,0.35
BevCo,1185732,07/05/23,Southeast,South Carolina,Charleston,Sprite,0.55,8250,4538,1134,0.25
BevCo,1185732,07/05/23,Southeast,South Carolina,Charleston,Fanta,0.55,7750,4263,1279,0.30
BevCo,1185732,07/05/23,Southeast,South Carolina,Charleston,Powerade,0.65,8000,5200,1820,0.35
BevCo,1185732,07/05/23,Southeast,South Carolina,Charleston,Dasani Water,0.7,9750,6825,3413,0.50
BevCo,1185732,08/06/23,Southeast,South Carolina,Charleston,Coca-Cola,0.65,11250,7313,3291,0.45
BevCo,1185732,08/06/23,Southeast,South Carolina,Charleston,Diet Coke,0.6,9000,5400,1890,0.35
BevCo,1185732,08/06/23,Southeast,South Carolina,Charleston,Sprite,0.55,8250,4538,1134,0.25
BevCo,1185732,08/06/23,Southeast,South Carolina,Charleston,Fanta,0.45,7750,3488,1046,0.30
BevCo,1185732,08/06/23,Southeast,South Carolina,Charleston,Powerade,0.55,7500,4125,1444,0.35
BevCo,1185732,08/06/23,Southeast,South Carolina,Charleston,Dasani Water,0.6,9250,5550,2775,0.50
BevCo,1185732,09/05/23,Southeast,South Carolina,Charleston,Coca-Cola,0.55,10250,5638,2537,0.45
BevCo,1185732,09/05/23,Southeast,South Carolina,Charleston,Diet Coke,0.5,8250,4125,1444,0.35
BevCo,1185732,09/05/23,Southeast,South Carolina,Charleston,Sprite,0.4,7250,2900,725,0.25
BevCo,1185732,09/05/23,Southeast,South Carolina,Charleston,Fanta,0.4,7000,2800,840,0.30
BevCo,1185732,09/05/23,Southeast,South Carolina,Charleston,Powerade,0.5,7000,3500,1225,0.35
BevCo,1185732,09/05/23,Southeast,South Carolina,Charleston,Dasani Water,0.55,8000,4400,2200,0.50
BevCo,1185732,10/07/23,Southeast,South Carolina,Charleston,Coca-Cola,0.55,9750,5363,2413,0.45
BevCo,1185732,10/07/23,Southeast,South Carolina,Charleston,Diet Coke,0.45,8000,3600,1260,0.35
BevCo,1185732,10/07/23,Southeast,South Carolina,Charleston,Sprite,0.45,6750,3038,759,0.25
BevCo,1185732,10/07/23,Southeast,South Carolina,Charleston,Fanta,0.45,6500,2925,878,0.30
BevCo,1185732,10/07/23,Southeast,South Carolina,Charleston,Powerade,0.55,6500,3575,1251,0.35
BevCo,1185732,10/07/23,Southeast,South Carolina,Charleston,Dasani Water,0.6,7750,4650,2325,0.50
BevCo,1185732,11/06/23,Southeast,South Carolina,Charleston,Coca-Cola,0.55,9250,5088,2289,0.45
BevCo,1185732,11/06/23,Southeast,South Carolina,Charleston,Diet Coke,0.45,7500,3375,1181,0.35
BevCo,1185732,11/06/23,Southeast,South Carolina,Charleston,Sprite,0.45,6950,3128,782,0.25
BevCo,1185732,11/06/23,Southeast,South Carolina,Charleston,Fanta,0.55,7500,4125,1238,0.30
BevCo,1185732,11/06/23,Southeast,South Carolina,Charleston,Powerade,0.7,7250,5075,1776,0.35
BevCo,1185732,11/06/23,Southeast,South Carolina,Charleston,Dasani Water,0.75,8250,6188,3094,0.50
BevCo,1185732,12/05/23,Southeast,South Carolina,Charleston,Coca-Cola,0.7,10750,7525,3386,0.45
BevCo,1185732,12/05/23,Southeast,South Carolina,Charleston,Diet Coke,0.6,8750,5250,1838,0.35
FizzyCo,1185732,12/05/23,Southeast,South Carolina,Charleston,Sprite,0.6,8250,4950,1238,0.25
FizzyCo,1185732,12/05/23,Southeast,South Carolina,Charleston,Fanta,0.6,7750,4650,1395,0.30
FizzyCo,1185732,12/05/23,Southeast,South Carolina,Charleston,Powerade,0.7,7750,5425,1899,0.35
FizzyCo,1185732,12/05/23,Southeast,South Carolina,Charleston,Dasani Water,0.75,8750,6563,3281,0.50
FizzyCo,1185732,01/06/23,Southeast,South Carolina,Charleston,Coca-Cola,0.35,9250,3238,1295,0.40
FizzyCo,1185732,01/06/23,Southeast,South Carolina,Charleston,Diet Coke,0.35,7250,2538,888,0.35
FizzyCo,1185732,01/06/23,Southeast,South Carolina,Charleston,Sprite,0.25,7250,1813,725,0.40
FizzyCo,1185732,01/06/23,Southeast,South Carolina,Charleston,Fanta,0.3,5750,1725,690,0.40
FizzyCo,1185732,01/06/23,Southeast,South Carolina,Charleston,Powerade,0.45,6250,2813,984,0.35
FizzyCo,1185732,01/06/23,Southeast,South Carolina,Charleston,Dasani Water,0.35,7250,2538,1269,0.50
FizzyCo,1185732,02/04/23,Southeast,South Carolina,Charleston,Coca-Cola,0.35,9750,3413,1365,0.40
FizzyCo,1185732,02/04/23,Southeast,South Carolina,Charleston,Diet Coke,0.35,6250,2188,766,0.35
FizzyCo,1185732,02/04/23,Southeast,South Carolina,Charleston,Sprite,0.25,6750,1688,675,0.40
FizzyCo,1185732,02/04/23,Southeast,North Carolina,Charlotte,Fanta,0.3,5250,1575,630,0.40
FizzyCo,1185732,02/04/23,Southeast,North Carolina,Charlotte,Powerade,0.45,6000,2700,945,0.35
FizzyCo,1185732,02/04/23,Southeast,North Carolina,Charlotte,Dasani Water,0.3,7000,2100,1050,0.50
FizzyCo,1185732,03/02/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.3,9200,2760,1104,0.40
FizzyCo,1185732,03/02/23,Southeast,North Carolina,Charlotte,Diet Coke,0.3,6000,1800,630,0.35
FizzyCo,1185732,03/02/23,Southeast,North Carolina,Charlotte,Sprite,0.2,6250,1250,500,0.40
FizzyCo,1185732,03/02/23,Southeast,North Carolina,Charlotte,Fanta,0.25,4750,1188,475,0.40
FizzyCo,1185732,03/02/23,Southeast,North Carolina,Charlotte,Powerade,0.4,5250,2100,735,0.35
FizzyCo,1185732,03/02/23,Southeast,North Carolina,Charlotte,Dasani Water,0.3,6250,1875,938,0.50
FizzyCo,1185732,04/03/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.3,8750,2625,1050,0.40
FizzyCo,1185732,04/03/23,Southeast,North Carolina,Charlotte,Diet Coke,0.3,5750,1725,604,0.35
FizzyCo,1185732,04/03/23,Southeast,North Carolina,Charlotte,Sprite,0.2,5750,1150,460,0.40
FizzyCo,1185732,04/03/23,Southeast,North Carolina,Charlotte,Fanta,0.25,5000,1250,500,0.40
FizzyCo,1185732,04/03/23,Southeast,North Carolina,Charlotte,Powerade,0.45,5250,2363,827,0.35
FizzyCo,1185732,04/03/23,Southeast,North Carolina,Charlotte,Dasani Water,0.35,6750,2363,1181,0.50
FizzyCo,1185732,05/02/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.45,9450,4253,1701,0.40
FizzyCo,1185732,05/02/23,Southeast,North Carolina,Charlotte,Diet Coke,0.45,6500,2925,1024,0.35
FizzyCo,1185732,05/02/23,Southeast,North Carolina,Charlotte,Sprite,0.4,6250,2500,1000,0.40
FizzyCo,1185732,05/02/23,Southeast,North Carolina,Charlotte,Fanta,0.4,5750,2300,920,0.40
FizzyCo,1185732,05/02/23,Southeast,North Carolina,Charlotte,Powerade,0.5,6000,3000,1050,0.35
FizzyCo,1185732,05/02/23,Southeast,North Carolina,Charlotte,Dasani Water,0.55,7000,3850,1925,0.50
FizzyCo,1185732,06/04/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.5,9500,4750,1900,0.40
FizzyCo,1185732,06/04/23,Southeast,North Carolina,Charlotte,Diet Coke,0.45,7000,3150,1103,0.35
FizzyCo,1185732,06/04/23,Southeast,North Carolina,Charlotte,Sprite,0.5,6750,3375,1350,0.40
FizzyCo,1185732,06/04/23,Southeast,North Carolina,Charlotte,Fanta,0.5,6500,3250,1300,0.40
FizzyCo,1185732,06/04/23,Southeast,North Carolina,Charlotte,Powerade,0.65,6500,4225,1479,0.35
FizzyCo,1185732,06/04/23,Southeast,North Carolina,Charlotte,Dasani Water,0.7,8250,5775,2888,0.50
FizzyCo,1185732,07/02/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.65,10500,6825,2730,0.40
FizzyCo,1185732,07/02/23,Southeast,North Carolina,Charlotte,Diet Coke,0.6,8000,4800,1680,0.35
FizzyCo,1185732,07/02/23,Southeast,North Carolina,Charlotte,Sprite,0.55,7250,3988,1595,0.40
FizzyCo,1185732,07/02/23,Southeast,North Carolina,Charlotte,Fanta,0.55,6750,3713,1485,0.40
FizzyCo,1185732,07/02/23,Southeast,North Carolina,Charlotte,Powerade,0.65,7000,4550,1593,0.35
FizzyCo,1185732,07/02/23,Southeast,North Carolina,Charlotte,Dasani Water,0.7,8750,6125,3063,0.50
FizzyCo,1185732,08/03/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.65,10250,6663,2665,0.40
FizzyCo,1185732,08/03/23,Southeast,North Carolina,Charlotte,Diet Coke,0.6,8000,4800,1680,0.35
FizzyCo,1185732,08/03/23,Southeast,North Carolina,Charlotte,Sprite,0.55,7250,3988,1595,0.40
FizzyCo,1185732,08/03/23,Southeast,North Carolina,Charlotte,Fanta,0.45,6750,3038,1215,0.40
FizzyCo,1185732,08/03/23,Southeast,North Carolina,Charlotte,Powerade,0.55,6500,3575,1251,0.35
FizzyCo,1185732,08/03/23,Southeast,North Carolina,Charlotte,Dasani Water,0.6,8250,4950,2475,0.50
FizzyCo,1185732,09/02/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.55,9250,5088,2035,0.40
FizzyCo,1185732,09/02/23,Southeast,North Carolina,Charlotte,Diet Coke,0.5,7250,3625,1269,0.35
FizzyCo,1185732,09/02/23,Southeast,North Carolina,Charlotte,Sprite,0.3,6250,1875,750,0.40
FizzyCo,1185732,09/02/23,Southeast,North Carolina,Charlotte,Fanta,0.3,6000,1800,720,0.40
FizzyCo,1185732,09/02/23,Southeast,North Carolina,Charlotte,Powerade,0.4,6000,2400,840,0.35
FizzyCo,1185732,09/02/23,Southeast,North Carolina,Charlotte,Dasani Water,0.45,7000,3150,1575,0.50
FizzyCo,1185732,10/04/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.45,8750,3938,1575,0.40
FizzyCo,1185732,10/04/23,Southeast,North Carolina,Charlotte,Diet Coke,0.35,7000,2450,858,0.35
FizzyCo,1185732,10/04/23,Southeast,North Carolina,Charlotte,Sprite,0.35,5750,2013,805,0.40
FizzyCo,1185732,10/04/23,Southeast,North Carolina,Charlotte,Fanta,0.35,5500,1925,770,0.40
FizzyCo,1185732,10/04/23,Southeast,North Carolina,Charlotte,Powerade,0.45,5500,2475,866,0.35
FizzyCo,1185732,10/04/23,Southeast,North Carolina,Charlotte,Dasani Water,0.5,6750,3375,1688,0.50
FizzyCo,1185732,11/03/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.45,8250,3713,1485,0.40
FizzyCo,1185732,11/03/23,Southeast,North Carolina,Charlotte,Diet Coke,0.35,6500,2275,796,0.35
FizzyCo,1185732,11/03/23,Southeast,North Carolina,Charlotte,Sprite,0.4,5950,2380,952,0.40
FizzyCo,1185732,11/03/23,Southeast,North Carolina,Charlotte,Fanta,0.6,6500,3900,1560,0.40
FizzyCo,1185732,11/03/23,Southeast,North Carolina,Charlotte,Powerade,0.75,6250,4688,1641,0.35
FizzyCo,1185732,11/03/23,Southeast,North Carolina,Charlotte,Dasani Water,0.75,7250,5438,2719,0.50
FizzyCo,1185732,12/02/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.7,9750,6825,2730,0.40
FizzyCo,1185732,12/02/23,Southeast,North Carolina,Charlotte,Diet Coke,0.6,7750,4650,1628,0.35
Amazon,1185732,12/02/23,Southeast,North Carolina,Charlotte,Sprite,0.6,7250,4350,1740,0.40
Amazon,1185732,12/02/23,Southeast,North Carolina,Charlotte,Fanta,0.6,6750,4050,1620,0.40
Amazon,1185732,12/02/23,Southeast,North Carolina,Charlotte,Powerade,0.7,6750,4725,1654,0.35
Amazon,1185732,12/02/23,Southeast,North Carolina,Charlotte,Dasani Water,0.75,7750,5813,2906,0.50
Amazon,1185732,01/13/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.35,7750,2713,1085,0.40
Amazon,1185732,01/13/23,Southeast,North Carolina,Charlotte,Diet Coke,0.35,5750,2013,704,0.35
Amazon,1185732,01/13/23,Southeast,North Carolina,Charlotte,Sprite,0.25,5750,1438,575,0.40
Amazon,1185732,01/13/23,Southeast,North Carolina,Charlotte,Fanta,0.3,4250,1275,510,0.40
Amazon,1185732,01/13/23,Southeast,North Carolina,Charlotte,Powerade,0.45,4750,2138,748,0.35
Amazon,1185732,01/13/23,Southeast,North Carolina,Charlotte,Dasani Water,0.35,5750,2013,1006,0.50
Amazon,1185732,02/11/23,Southeast,North Carolina,Charlotte,Coca-Cola,0.35,8250,2888,1155,0.40
Amazon,1185732,02/11/23,Southeast,North Carolina,Charlotte,Diet Coke,0.35,4750,1663,582,0.35
Amazon,1185732,02/11/23,Southeast,North Carolina,Charlotte,Sprite,0.25,5250,1313,525,0.40
Amazon,1185732,02/11/23,Midwest,Ohio,Columbus,Fanta,0.3,3750,1125,450,0.40
Amazon,1185732,02/11/23,Midwest,Ohio,Columbus,Powerade,0.45,4500,2025,709,0.35
Amazon,1185732,02/11/23,Midwest,Ohio,Columbus,Dasani Water,0.3,5500,1650,825,0.50
Amazon,1185732,03/09/23,Midwest,Ohio,Columbus,Coca-Cola,0.3,7700,2310,924,0.40
Amazon,1185732,03/09/23,Midwest,Ohio,Columbus,Diet Coke,0.3,4500,1350,473,0.35
Amazon,1185732,03/09/23,Midwest,Ohio,Columbus,Sprite,0.2,4750,950,380,0.40
Amazon,1185732,03/09/23,Midwest,Ohio,Columbus,Fanta,0.25,3250,813,325,0.40
Amazon,1185732,03/09/23,Midwest,Ohio,Columbus,Powerade,0.4,3750,1500,525,0.35
Amazon,1185732,03/09/23,Midwest,Ohio,Columbus,Dasani Water,0.3,4750,1425,713,0.50
Amazon,1185732,04/10/23,Midwest,Ohio,Columbus,Coca-Cola,0.3,7250,2175,870,0.40
Amazon,1185732,04/10/23,Midwest,Ohio,Columbus,Diet Coke,0.3,4250,1275,446,0.35
Amazon,1185732,04/10/23,Midwest,Ohio,Columbus,Sprite,0.2,4250,850,340,0.40
Amazon,1185732,04/10/23,Midwest,Ohio,Columbus,Fanta,0.25,3500,875,350,0.40
Amazon,1185732,04/10/23,Midwest,Ohio,Columbus,Powerade,0.45,3750,1688,591,0.35
Amazon,1185732,04/10/23,Midwest,Ohio,Columbus,Dasani Water,0.35,5250,1838,919,0.50
Amazon,1185732,05/09/23,Midwest,Ohio,Columbus,Coca-Cola,0.45,7950,3578,1431,0.40
Amazon,1185732,05/09/23,Midwest,Ohio,Columbus,Diet Coke,0.45,5000,2250,788,0.35
Amazon,1185732,05/09/23,Midwest,Ohio,Columbus,Sprite,0.4,4750,1900,760,0.40
Amazon,1185732,05/09/23,Midwest,Ohio,Columbus,Fanta,0.4,4250,1700,680,0.40
Amazon,1185732,05/09/23,Midwest,Ohio,Columbus,Powerade,0.5,4500,2250,788,0.35
Amazon,1185732,05/09/23,Midwest,Ohio,Columbus,Dasani Water,0.55,5500,3025,1513,0.50
Amazon,1185732,06/11/23,Midwest,Ohio,Columbus,Coca-Cola,0.5,8000,4000,1600,0.40
Amazon,1185732,06/11/23,Midwest,Ohio,Columbus,Diet Coke,0.45,5500,2475,866,0.35
Amazon,1185732,06/11/23,Midwest,Ohio,Columbus,Sprite,0.5,5250,2625,1050,0.40
Amazon,1185732,06/11/23,Midwest,Ohio,Columbus,Fanta,0.5,5000,2500,1000,0.40
Amazon,1185732,06/11/23,Midwest,Ohio,Columbus,Powerade,0.65,5000,3250,1138,0.35
Amazon,1185732,06/11/23,Midwest,Ohio,Columbus,Dasani Water,0.7,6750,4725,2363,0.50
Amazon,1185732,07/09/23,Midwest,Ohio,Columbus,Coca-Cola,0.65,9000,5850,2340,0.40
Amazon,1185732,07/09/23,Midwest,Ohio,Columbus,Diet Coke,0.6,6500,3900,1365,0.35
Amazon,1185732,07/09/23,Midwest,Ohio,Columbus,Sprite,0.55,5750,3163,1265,0.40
Amazon,1185732,07/09/23,Midwest,Ohio,Columbus,Fanta,0.55,5250,2888,1155,0.40
Amazon,1185732,07/09/23,Midwest,Ohio,Columbus,Powerade,0.65,5500,3575,1251,0.35
Amazon,1185732,07/09/23,Midwest,Ohio,Columbus,Dasani Water,0.7,7250,5075,2538,0.50
Amazon,1185732,08/10/23,Midwest,Ohio,Columbus,Coca-Cola,0.65,8750,5688,2275,0.40
Amazon,1185732,08/10/23,Midwest,Ohio,Columbus,Diet Coke,0.6,6500,3900,1365,0.35
Amazon,1185732,08/10/23,Midwest,Ohio,Columbus,Sprite,0.55,5750,3163,1265,0.40
Amazon,1185732,08/10/23,Midwest,Ohio,Columbus,Fanta,0.45,5250,2363,945,0.40
Amazon,1185732,08/10/23,Midwest,Ohio,Columbus,Powerade,0.55,5000,2750,963,0.35
Amazon,1185732,08/10/23,Midwest,Ohio,Columbus,Dasani Water,0.6,6750,4050,2025,0.50
Amazon,1185732,09/09/23,Midwest,Ohio,Columbus,Coca-Cola,0.55,7750,4263,1705,0.40
Amazon,1185732,09/09/23,Midwest,Ohio,Columbus,Diet Coke,0.5,5750,2875,1006,0.35
Amazon,1185732,09/09/23,Midwest,Ohio,Columbus,Sprite,0.25,4750,1188,475,0.40
Amazon,1185732,09/09/23,Midwest,Ohio,Columbus,Fanta,0.25,4500,1125,450,0.40
Amazon,1185732,09/09/23,Midwest,Ohio,Columbus,Powerade,0.35,4500,1575,551,0.35
Amazon,1185732,09/09/23,Midwest,Ohio,Columbus,Dasani Water,0.4,5500,2200,1100,0.50
Amazon,1185732,10/11/23,Midwest,Ohio,Columbus,Coca-Cola,0.4,7250,2900,1160,0.40
Amazon,1185732,10/11/23,Midwest,Ohio,Columbus,Diet Coke,0.3,5500,1650,578,0.35
Amazon,1185732,10/11/23,Midwest,Ohio,Columbus,Sprite,0.3,4250,1275,510,0.40
Amazon,1185732,10/11/23,Midwest,Ohio,Columbus,Fanta,0.3,4000,1200,480,0.40
Amazon,1185732,10/11/23,Midwest,Ohio,Columbus,Powerade,0.4,4000,1600,560,0.35
Amazon,1185732,10/11/23,Midwest,Ohio,Columbus,Dasani Water,0.4,5250,2100,1050,0.50
Amazon,1185732,11/10/23,Midwest,Ohio,Columbus,Coca-Cola,0.35,6750,2363,945,0.40
Amazon,1185732,11/10/23,Midwest,Ohio,Columbus,Diet Coke,0.25,5000,1250,438,0.35
Amazon,1185732,11/10/23,Midwest,Ohio,Columbus,Sprite,0.35,4450,1558,623,0.40
